Program,LogNumber,Station,Date,QA Type,Sample Type,Type,MatrixCode,SampleDepth,Filtered,Analysis,Parameter,Qualifier,Result,Units,Result Type,WaterShed
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Demeton-o,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Demeton-s,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Diazinon,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Dichlorvos,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Dimethoate,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Disulfoton,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Ethoprop,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Ethyl Parathion,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Fensulfothion,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Fenthion,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Malathion,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Merphos,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Mevinphos,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Naled ,nr,,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Parathion-methyl,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Phorate,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Ronnel,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Tetrachlorovinphos,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Tokuthion,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,OPP,Trichloronate,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,TOC,TOC,,3.3,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,TRSWspc,Ag,<,0.05,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,TRSWspc,As,,0.9,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,TRSWspc,Be,<,0.05,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,TRSWspc,Cd,,0.74,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,TRSWspc,Cr,,0.41,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,TRSWspc,Cu,,7.1,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,TRSWspc,Fe,,130,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,TRSWspc,Hg,,0.42,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,TRSWspc,Ni,,1.1,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,TRSWspc,Pb,,0.22,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,TRSWspc,Sb,,0.23,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,TRSWspc,Se,<,0.1,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,TRSWspc,Tl,<,0.05,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182595,TBTMAR,6/8/2011 11:00,NA,Grab,DT,SW,S,T,TRSWspc,Zn,,9.4,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182596,TBTMAR,6/8/2011 11:00,NA,Grab,DF,SW,S,F,DOC,DOC,,2.9,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182596,TBTMAR,6/8/2011 11:00,NA,Grab,DF,SW,S,F,TRSWspc,Ag,<,0.05,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182596,TBTMAR,6/8/2011 11:00,NA,Grab,DF,SW,S,F,TRSWspc,As,,0.94,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182596,TBTMAR,6/8/2011 11:00,NA,Grab,DF,SW,S,F,TRSWspc,Be,<,0.05,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182596,TBTMAR,6/8/2011 11:00,NA,Grab,DF,SW,S,F,TRSWspc,Cd,,0.74,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182596,TBTMAR,6/8/2011 11:00,NA,Grab,DF,SW,S,F,TRSWspc,Cr,<,0.3,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182596,TBTMAR,6/8/2011 11:00,NA,Grab,DF,SW,S,F,TRSWspc,Cu,,6.9,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182596,TBTMAR,6/8/2011 11:00,NA,Grab,DF,SW,S,F,TRSWspc,Fe,,10,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182596,TBTMAR,6/8/2011 11:00,NA,Grab,DF,SW,S,F,TRSWspc,Hg,<,0.2,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182596,TBTMAR,6/8/2011 11:00,NA,Grab,DF,SW,S,F,TRSWspc,Ni,,1.1,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182596,TBTMAR,6/8/2011 11:00,NA,Grab,DF,SW,S,F,TRSWspc,Pb,,0.042,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182596,TBTMAR,6/8/2011 11:00,NA,Grab,DF,SW,S,F,TRSWspc,Sb,,0.27,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182596,TBTMAR,6/8/2011 11:00,NA,Grab,DF,SW,S,F,TRSWspc,Se,<,0.1,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182596,TBTMAR,6/8/2011 11:00,NA,Grab,DF,SW,S,F,TRSWspc,Tl,<,0.05,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182596,TBTMAR,6/8/2011 11:00,NA,Grab,DF,SW,S,F,TRSWspc,Zn,,8.6,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182679,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,BactiMF,ENT,,,CFU/100 ml,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182679,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,BactiMF,FC,,,CFU/100 ml,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182679,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,BactiMF,TC,,,CFU/100 ml,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182679,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,,,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182679,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182679,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,,,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182679,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,NUT,pH,,,SU,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182679,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,NUT,SpecCond,,,umhos/cm,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182679,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,NUT,TKN,,,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182679,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,,,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182679,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,NUT,TSS,,,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182679,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,NUT,Turbidity,,,NTU,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182679,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,NUT,VSS,,,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182679,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OGPG,OilAndGrease,<,5,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,GLYP,GLYP,<,25,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Azinphos methyl (Guthion),<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Bolstar,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Chlorpyrifos,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Coumaphos,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Demeton-o,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Demeton-s,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Diazinon,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Dichlorvos,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Dimethoate,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Disulfoton,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Ethoprop,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Ethyl Parathion,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Fensulfothion,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Fenthion,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Malathion,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Merphos,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Mevinphos,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Naled ,nr,,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Parathion-methyl,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Phorate,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Ronnel,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Tetrachlorovinphos,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Tokuthion,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,OPP,Trichloronate,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,TOC,TOC,,,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,TRSWspc,Ag,<,0.05,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,TRSWspc,As,,0.85,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,TRSWspc,Be,<,0.05,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,TRSWspc,Cd,,0.14,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,TRSWspc,Cr,,0.38,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,TRSWspc,Cu,,6,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,TRSWspc,Fe,,130,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,TRSWspc,Hg,,0.25,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,TRSWspc,Ni,,0.96,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,TRSWspc,Pb,,0.36,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,TRSWspc,Sb,,0.25,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,TRSWspc,Se,<,0.1,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,TRSWspc,Tl,<,0.05,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182680,HUNBCC,6/9/2011 8:54,NA,Grab,DT,SW,S,T,TRSWspc,Zn,,18,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182681,HUNBCC,6/9/2011 8:54,NA,Grab,DF,SW,ID,F,DOC,DOC,,,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182681,HUNBCC,6/9/2011 8:54,NA,Grab,DF,SW,ID,F,TRSWspc,Ag,<,0.05,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182681,HUNBCC,6/9/2011 8:54,NA,Grab,DF,SW,ID,F,TRSWspc,As,,0.85,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182681,HUNBCC,6/9/2011 8:54,NA,Grab,DF,SW,ID,F,TRSWspc,Be,<,0.05,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182681,HUNBCC,6/9/2011 8:54,NA,Grab,DF,SW,ID,F,TRSWspc,Cd,,0.12,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182681,HUNBCC,6/9/2011 8:54,NA,Grab,DF,SW,ID,F,TRSWspc,Cr,<,0.3,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182681,HUNBCC,6/9/2011 8:54,NA,Grab,DF,SW,ID,F,TRSWspc,Cu,,4,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182681,HUNBCC,6/9/2011 8:54,NA,Grab,DF,SW,ID,F,TRSWspc,Fe,,6.5,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182681,HUNBCC,6/9/2011 8:54,NA,Grab,DF,SW,ID,F,TRSWspc,Hg,<,0.2,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182681,HUNBCC,6/9/2011 8:54,NA,Grab,DF,SW,ID,F,TRSWspc,Ni,,0.94,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182681,HUNBCC,6/9/2011 8:54,NA,Grab,DF,SW,ID,F,TRSWspc,Pb,,0.045,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182681,HUNBCC,6/9/2011 8:54,NA,Grab,DF,SW,ID,F,TRSWspc,Sb,,0.28,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182681,HUNBCC,6/9/2011 8:54,NA,Grab,DF,SW,ID,F,TRSWspc,Se,<,0.1,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182681,HUNBCC,6/9/2011 8:54,NA,Grab,DF,SW,ID,F,TRSWspc,Tl,<,0.05,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182681,HUNBCC,6/9/2011 8:54,NA,Grab,DF,SW,ID,F,TRSWspc,Zn,,14,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182683,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,BactiMF,ENT,,,CFU/100 ml,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182683,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,BactiMF,FC,,,CFU/100 ml,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182683,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,BactiMF,TC,,,CFU/100 ml,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182683,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,,,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182683,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182683,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,,,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182683,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,NUT,pH,,,SU,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182683,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,NUT,SpecCond,,,umhos/cm,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182683,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,NUT,TKN,,,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182683,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,,,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182683,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,NUT,TSS,,,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182683,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,NUT,Turbidity,,,NTU,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182683,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,NUT,VSS,,,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182683,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,OGPG,OilAndGrease,<,5,mg/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182684,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,GLYP,GLYP,<,25,ug/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182684,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,OPP,Azinphos methyl (Guthion),<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182684,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,OPP,Bolstar,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
SAR Estuary/Wetlands Monitoring,WR182684,HUNCRB,6/9/2011 9:48,NA,Grab,DT,SW,S,T,OPP,Chlorpyrifos,<,10,ng/L,Chem,Anaheim Bay - Huntington Harbor
